fecha dictamen,numero
1998-05-25,35645-7675-FA
2014-03-12,70307-1334-GE
1983-08-29,70642-2506-BA
2010-07-20,44723-37025-MA
1974-02-12,23982-13791-BF
1990-03-07,83663-80188-LM
2012-01-13,36236-79443-IB
2018-04-26,33442-54569-LE
1993-11-15,79729-29425-JM
2018-11-21,68722-79644-FB
1978-02-25,74321-74060-GA
1997-08-01,69484-25975-BG
2002-10-12,94818-53729-ID
2008-08-14,49110-56428-KK
2014-06-13,76055-66192-KI
2012-06-13,9513-27595-LI
2018-02-11,47106-79264-OE
2019-03-31,47667-81037-OM
2018-08-08,89579-20502-BF
2017-03-31,35214-12778-BN
1992-03-16,34911-34654-MB
2002-12-19,67662-58739-FI
2015-11-21,87955-46181-EE
2015-09-07,64677-81247-GN
2019-05-06,18897-76022-LJ
2018-02-23,10431-91562-FH
2010-05-22,39385-10781-DG
2016-07-20,94208-30364-BH
2019-10-06,92695-95071-BB
2018-08-09,46957-69673-HJ
2011-11-01,9125-80855-BG
1987-05-09,57818-4736-GF
1991-04-30,77348-11133-LM
2004-11-12,62383-67537-BG
2019-08-04,93224-99894-KG
2018-01-14,16405-26083-BH
2017-08-20,56303-11536-LA
2014-08-08,90749-60905-NL
2019-03-24,83457-73597-FM
2017-07-23,59091-10058-AB
2017-07-20,57005-62305-DJ
2001-07-12,22419-14848-AJ
2013-10-07,58675-23191-BH
2011-01-30,83284-56064-NF
2010-06-09,19262-18776-BF
2001-10-27,75803-54756-KK
2013-03-17,20858-22692-LJ
2018-07-25,58507-82172-GA
2001-06-18,19532-42086-JB
2014-08-24,3042-67986-JB
2018-07-31,2464-85661-LI
2013-03-24,3759-42579-GL
2018-07-10,13652-49001-BA
1999-06-23,52824-75175-MK
2019-05-26,12690-2354-LK
2019-06-02,89346-40894-ND
2016-10-30,83-87216-BG
2017-07-08,12825-41817-GN
1984-01-20,8375-24852-EB
1993-08-24,89076-48255-BB
2012-11-22,96724-43607-JO
2010-07-09,35336-27934-LN
2019-01-25,95513-62980-AH
1999-09-08,33197-43777-FG
2018-02-08,60805-16971-NE
1997-05-09,3980-25604-JM
2019-08-17,62464-78257-KM
2016-12-07,39005-93459-BB
2014-10-18,61438-60431-OB
2019-07-21,55221-88324-FE
2012-11-29,91962-50280-IB
2015-05-06,60687-98963-HA
2007-12-02,92731-41774-OB
2019-07-26,85656-68023-AB
2008-04-29,81830-90812-HB
2017-04-13,20028-68823-MF
2019-01-23,32382-91677-AG
2016-03-23,99243-88914-MB
2019-01-22,98816-33854-MN
2006-08-26,43461-60104-LL
2019-05-04,4127-66436-AB
2019-08-08,48525-68532-EB
2017-09-27,19832-95997-DO
2018-07-18,3743-82463-JJ
2019-01-03,69034-75729-KN
2006-10-26,88553-69740-AD
1999-07-19,70260-30955-NN
2017-09-02,74747-4002-AD
2014-06-07,448-22548-BL
2018-04-21,38886-26178-LH
2013-02-13,60115-63226-GI
2019-03-30,91122-96822-JM
1999-06-14,20455-75192-JN
2014-10-29,27058-25864-BB
2009-08-03,59829-13039-OB
2005-07-04,98299-93907-GG
1993-06-07,90148-34284-KO
2006-01-01,45496-53945-HO
1985-11-24,24698-12879-IN
1999-03-12,97113-78534-EO
2017-04-24,15282-95992-AF
2002-12-02,59027-92961-BE
2018-07-29,39351-42533-HF
2007-09-19,20589-58422-GG
1992-03-09,64422-83323-NK
2015-12-09,89503-13824-HE
1974-06-15,3521-39773-OB
2010-12-09,15868-52879-OB
2015-12-08,72003-7530-MG
2016-01-05,14298-74088-EA
2007-10-14,26240-28288-OK
2019-01-17,54381-41541-OJ
2016-01-27,96201-54353-HO
2019-05-29,77240-68027-BB
2003-01-11,2202-40528-FH
2014-06-18,23927-84621-BB
2011-10-06,15089-44589-FD
2015-12-13,69771-26125-LB
2017-10-22,46977-99862-FI
1970-07-15,20684-54243-EE
1998-02-07,14104-79059-FH
2010-03-25,70219-64803-II
2017-02-02,41528-53969-NE
2017-03-09,95962-60653-BI
2007-02-10,46185-3794-BL
2012-03-29,62561-33669-HD
2017-03-01,3575-94181-FB
1973-02-28,93496-65166-NL
1998-09-05,44302-50732-BE
2016-04-02,68887-95234-DA
2018-03-14,90429-89363-LI
2017-08-06,62501-33020-BA
2014-02-08,39367-93014-JG
2003-10-12,73607-38635-MD
1998-07-08,55110-32767-KD
2016-12-20,47099-55315-DN
2018-05-14,70431-5660-AD
2017-04-22,1105-7106-JN
1991-07-13,30547-40728-IB
2004-10-13,92125-18327-LN
2005-08-26,93697-86218-GL
2016-02-09,26365-72395-BF
1996-06-26,2518-68523-NA
2008-06-24,68702-81994-HA
1992-08-25,26865-29123-EJ
2015-09-04,82903-44866-FB
2002-10-25,52587-16713-MI
2001-11-03,83911-58597-MI
2005-04-15,31913-17281-HE
2017-05-15,50448-61351-FE
2017-07-21,52154-16686-GE
2014-10-18,14513-40343-FN
2018-01-12,44447-74092-NO
2008-11-30,51091-66253-BN
1998-11-17,84726-73641-NN
1976-10-26,32745-65159-IG
2013-01-08,8080-62420-BB
2008-12-03,26752-17221-HK
2019-02-06,29871-26880-DK
2019-04-03,23663-2771-BI
2009-01-07,2796-17527-DI
2019-03-24,52747-2628-LK
1998-02-01,35341-86410-FD
2009-07-27,27708-37160-AG
2004-06-05,245-34609-IH
2011-03-04,89839-71028-NH
2016-02-22,70104-69320-KK
1995-01-27,57046-79127-DI
1983-05-28,35695-51928-BB
2007-09-29,4111-14013-HI
1995-12-13,66607-66374-DJ
2019-06-14,75382-82339-JJ
2011-05-10,45739-57253-FD
2017-05-27,8944-73043-BI
2005-02-17,14731-23055-IJ
2017-02-26,72356-34304-HG
2018-08-06,55621-32967-HG
2013-10-16,16704-82426-ML
2018-11-20,79208-1634-EJ
2003-03-27,19802-4211-FJ
2019-01-05,40996-89473-HE
2018-04-12,46928-88445-HB
2009-11-23,30001-26739-IL
2005-08-31,64578-2895-LH
2010-03-01,90834-7483-BJ
2012-02-21,6828-58872-GF
2006-07-08,16782-72608-KD
2015-08-05,73502-45224-ML
2011-02-06,38614-10727-KM
2019-08-24,5603-90069-GO
2016-12-16,20407-20599-HA
2010-12-06,53084-6919-MD
2019-08-25,28031-20194-DM
2013-07-12,21005-28283-LI
2019-08-22,30618-3473-AK
2015-10-13,44237-27508-KA
2018-08-24,59005-53787-FK
2019-03-19,79200-45341-AA
2019-06-15,1193-63424-OI
2017-07-12,94569-66722-LG
2007-08-27,83830-67-FG
1993-10-10,55906-59267-BK
1991-11-05,83702-43713-AF
2018-01-16,70662-77287-AJ
2017-03-21,32577-17760-JE
2009-03-08,1149-32510-NG
2018-08-17,76143-68186-GM
2015-06-11,61728-88649-GF
2018-11-02,67950-34409-NO
2003-07-14,10961-52539-LB
2014-05-27,3756-72276-OH
2012-07-17,46871-80523-BK
2018-05-13,82314-93114-MA
2014-07-28,91437-48271-BG
1980-12-31,7876-35527-GD
2019-07-21,93131-56490-DO
2017-06-03,7995-54090-OG
2019-05-24,23827-96288-NA
2012-12-14,65638-6781-EE
2018-08-10,9383-37869-BN
2019-08-18,70199-5942-DO
2019-08-29,8610-62166-HB
2002-07-21,47026-32029-HF
1986-03-13,63528-87942-IN
2017-11-14,37562-30694-BL
2013-10-02,19245-73688-BF
2013-11-12,64445-21184-NA
2002-05-28,66790-85694-LG
2018-12-01,54825-16368-GM
2019-04-29,36727-98195-MA
1997-06-27,96867-13402-IM
2015-08-19,88559-20935-BG
2010-01-09,44482-80307-NF
2014-08-24,34844-86590-BL
2001-05-13,14789-52347-OL
2013-02-24,69009-6410-MJ
2018-03-04,67446-21149-KN
2005-11-29,83111-47844-FA
2017-05-26,88556-64609-GF
2011-05-08,33150-78617-FI
2019-01-02,31768-60741-MA
2019-07-25,82848-16355-AM
2019-07-07,58406-76489-KI
2002-11-20,23751-17218-DF
2011-09-21,12752-92546-GI
2014-09-23,21956-47323-FJ
2019-06-24,2853-53414-NF
2012-01-10,11552-46795-MJ
2002-10-17,6070-56067-MA
2018-02-09,81127-64111-AO
2002-06-28,27538-95394-JE
2019-04-08,24083-49049-BF
2018-03-05,89543-22933-AO
1991-05-11,4440-73549-ND
2019-06-18,81601-61231-JB
2018-07-21,19790-20097-OJ
2011-12-09,3720-26297-AG
2014-09-06,60973-39656-HN
1994-04-23,34913-48282-FH
2009-08-11,45343-77582-EG
2005-04-25,75174-65405-DO
2008-02-22,79265-28044-MO
2007-07-30,24329-56166-BH
1987-10-08,36818-89279-MG
2017-03-10,53975-24865-BA
2015-12-13,65306-9270-AN
2019-07-17,28333-15636-NJ
1991-06-03,60983-25402-EN
1990-11-24,15003-87123-KB
2019-03-31,19651-54028-ID
2018-12-09,23351-82821-BE
2019-08-27,2525-2181-BO
1991-12-27,54913-53586-BL
2018-11-30,80788-89893-JD
2007-06-04,89418-27583-GO
2009-01-17,22938-65504-NN
2012-09-02,6849-98730-JE
2018-05-14,47943-94787-GL
2017-09-11,70983-37506-FF
1976-04-11,31921-42022-OJ
2012-08-13,89516-4764-LD
2019-03-04,65898-99522-BD
2013-08-12,57226-73640-BL
2000-05-04,21576-66654-NA
2019-07-31,77403-36954-DA
2017-06-17,16367-79941-LO
2019-01-30,85508-76578-MK
2019-11-08,34381-3638-DG
2010-03-12,86598-27289-BF
2014-09-14,20448-13631-GL
2017-11-02,5333-10073-HB
2011-06-03,26340-55337-OA
2009-04-04,36595-49627-KK
2010-10-06,65311-41768-OG
2018-11-11,16006-79207-FF
1998-02-15,50966-69859-DD
1984-03-23,63603-12679-DJ
2018-09-19,65119-98279-AI
2007-03-02,74505-41747-NB
2017-01-12,45915-54973-NK
2013-01-24,47658-35566-NJ
2009-10-06,53282-95543-EK
2017-11-22,96234-49350-BE
2018-02-25,18949-35184-HI
2014-03-21,48008-43114-KJ
2017-06-28,52692-56140-HJ
2018-06-20,58435-5799-NA
2017-09-15,93730-83657-HO
2004-12-18,93113-79356-MH
2014-07-26,36063-47788-NI
2011-12-29,59733-93119-NE
2015-04-05,73539-7801-FM
1998-05-27,19521-11917-EB
2014-04-18,8636-76537-OB
2008-03-04,35365-50166-FD
2013-10-10,8409-93545-FB
2013-10-18,93061-99616-ME
2019-04-21,96779-29302-EK
2013-09-06,13775-16099-BL
2005-12-01,81108-40498-GH
2009-12-17,77827-10509-JA
2017-05-27,43976-27726-GD
2005-09-06,53114-97977-HB
2018-02-21,33456-43532-AG
2001-12-08,73738-79147-FB
2002-12-06,49844-59910-AK
2019-06-17,30407-87590-LJ
2014-10-08,98315-67604-IE
2018-07-21,27806-74755-II
2012-08-01,24547-68617-OK
2013-11-15,36954-39335-JF
1987-12-02,55158-46493-GB
2004-01-22,11054-22452-NI
2013-10-05,26920-66552-BL
1989-04-30,56423-88102-LM
1992-04-05,91913-1804-BH
2002-01-06,61394-72861-MB
2004-10-11,66928-70035-KJ
2018-10-25,33750-30382-NG
2018-02-28,23662-95707-OB
1979-02-03,57721-31680-GA
2019-07-18,66754-55523-AE
2003-04-25,67653-36210-EN
1994-01-11,43459-46475-GJ
2000-04-02,44879-86285-DH
2015-01-09,30721-78550-MG
2010-12-30,29680-48463-KM
2001-09-27,86468-54712-JI
2018-11-28,82790-7086-LE
2015-02-05,56876-97095-GJ
2019-04-26,1619-79174-HN
1990-02-14,63878-37072-JB
1998-11-28,10935-14410-HB
2019-08-16,65437-41798-HN
2014-04-04,76598-92259-FO
2013-01-25,98172-12727-KJ
2014-05-27,85358-3042-LL
2004-03-11,68646-49330-MD
2012-01-04,90307-56291-BM
1988-05-29,7015-18573-AF
2019-08-25,76577-68437-GM
2015-06-05,66981-49697-JO
2016-12-31,57910-3368-BI
2006-01-15,81703-78969-HA
1997-01-03,74859-81161-LE
2000-04-06,14220-84201-KL
1967-11-25,86330-73095-DF
2018-07-23,24457-54979-BB
2018-07-13,91066-21124-EN
2013-08-04,70197-61564-AO
1984-12-03,13908-20537-JI
2013-07-26,90479-87153-OO
2011-09-16,67399-2705-MJ
2005-12-28,71618-97176-FK
2014-06-27,33786-46192-KG
1993-04-13,73531-47377-IA
2019-10-07,80058-35034-MH
1998-01-18,96211-19368-FG
2019-07-27,45211-77605-LA
2002-07-17,34768-83398-NG
2018-06-05,18269-94524-AB
2012-04-17,46885-39501-KB
2015-05-16,81409-32248-GD
1988-03-06,60615-97908-GJ
2015-06-26,92225-59406-KN
2014-02-04,42632-6607-KD
2015-12-07,99469-83916-DF
2019-09-08,32359-25290-EF
2019-07-29,67494-65347-GA
2017-10-23,44488-18761-BJ
2018-10-30,41299-89793-NF
2019-12-03,19461-88408-JF
2018-10-22,4565-87086-LI
2019-02-27,78327-4632-ND
2008-08-26,85771-66683-BD
2017-01-06,70892-26359-KO
2005-05-24,52024-76184-EG
1995-03-24,90855-11792-GK
2018-04-30,24144-30350-HI
2002-08-28,68175-78261-FB
2019-02-01,97891-23921-LH
2017-09-25,30011-77501-DA
2018-11-05,93793-25373-FH
2018-06-20,70986-59950-MM
2018-04-19,8495-39089-OI
2018-12-26,504-30289-FO
2012-12-05,24150-31-DO
1999-03-14,97417-48918-AB
2007-12-18,88254-69598-LB
2010-08-23,26698-1753-OO
2015-02-14,13986-59657-JO
2014-03-24,51309-33947-BL
2017-03-05,14657-41864-HG
2017-01-11,40742-86547-IE
2006-05-08,76408-6675-OB
2018-01-23,97807-93164-GE
1974-12-19,68894-75937-JJ
2015-02-11,98355-59304-AM
2014-08-15,13838-61384-OM
2011-08-05,39741-67293-FA
2014-07-26,91173-56853-OM
2009-03-24,70573-62641-AL
2009-01-29,48287-94260-FB
2018-07-08,93852-36022-GN
2018-01-05,56465-33055-OB
2016-01-12,29099-4484-JL
2000-08-20,14408-23395-BB
2007-09-24,69093-49461-HI
1988-01-01,870-17371-NF
2015-05-24,8174-46351-JJ
2008-06-02,95050-30272-OJ
2015-02-07,89695-36201-FI
1998-01-19,2347-32680-FG
2011-05-30,34880-77401-LB
2016-12-11,18472-31606-HN
2007-11-18,52300-36925-MH
1996-06-07,53166-51092-NF
2007-01-30,73018-5003-OH
2018-06-15,69019-69479-BB
2003-01-02,68564-53135-JO
2012-11-24,64696-62173-DH
2019-05-14,26841-84927-BB
1996-03-09,22649-92387-HI
2018-03-21,49503-60267-ME
2018-10-28,48265-83164-NB
2015-08-11,26322-64230-HE
1982-11-16,83855-68990-MJ
2019-07-24,69651-76629-DO
2010-08-23,81372-99651-DF
2018-09-24,66292-94481-HL
2016-06-24,84425-76261-BJ
2018-01-21,93144-79377-MA
2005-09-18,34045-86851-LF
2010-08-29,93163-25603-BK
2007-06-15,96750-78433-IE
1964-03-13,55325-93256-BI
2004-02-12,52717-36810-KJ
2017-02-12,71239-33801-BI
1997-02-18,10947-65783-FM
2019-03-21,36667-80963-FA
2019-06-29,86717-86743-OB
2011-04-07,62271-40696-JM
2001-11-14,94083-95275-IB
2017-04-25,81499-9152-ON
2015-09-15,57728-97606-BL
1996-09-26,7300-33312-MH
2013-12-24,44389-39701-NE
2016-05-03,91086-93604-BL
2019-03-29,89109-61924-BB
2017-07-30,63928-50919-LE
2019-05-07,57661-589-NB
2019-01-25,75533-78700-AJ
2002-06-16,52633-11145-MK
1981-06-14,11103-33450-OH
2003-10-02,36860-52730-OA
2019-08-15,48051-64931-EF
2009-06-30,83581-14782-HN
2019-06-21,51991-94596-JE
2018-10-01,40664-28750-GB
2016-12-17,37048-91161-MB
2018-06-02,89727-64499-AK
2004-02-28,3365-3639-BH
2008-12-16,51699-2868-EM
2019-11-04,99702-96771-NB
2012-05-30,73529-67924-MK
2005-03-07,43431-91593-OJ
2019-03-26,19287-12129-DB
2014-12-31,99343-51612-GK
2014-11-24,90512-47204-BD
1959-04-15,20465-48659-BI
2019-03-08,2110-69263-LH
2008-05-05,99569-22257-NL
2018-04-14,78746-79337-FG
2009-07-21,13033-58541-MB
2018-07-29,3131-92808-LB
1992-09-08,68890-33593-NJ
2017-05-12,41571-51531-BF
2001-09-09,60913-8383-BA
2010-07-09,36763-6411-ML
1966-09-22,63621-26698-OD
2016-01-10,7082-22701-ML
2011-08-06,15264-15404-EJ
2017-12-24,24699-47799-IA
2019-12-08,90191-82178-KM
2018-10-14,91768-44077-DF
2010-10-03,1611-41078-LK
2015-01-05,82623-18345-AH
2017-11-20,82359-87375-BL
2018-03-30,52248-40269-OD
2010-04-23,85072-82075-BG
2005-07-17,48538-97844-JA
2019-06-15,58654-70127-JF
2012-04-24,51059-58423-JB
2011-01-02,42228-78279-BK
1973-09-17,71224-72939-GK
2018-03-27,1108-250-IN
2011-02-28,36207-62245-BB
2000-06-13,62050-41097-DA
2015-06-19,45552-52588-NF
2011-11-10,70019-77864-GF
1998-03-03,95324-62337-OB
2015-05-16,95489-14334-DG
2019-08-17,48493-70539-AA
2019-06-18,48307-39177-GD
1972-07-26,2581-88374-FA
2015-01-06,90359-98865-JM
2009-06-28,21303-73165-GD
1999-10-07,61716-81580-GD
2011-10-12,75619-27528-BK
2012-07-19,98379-82039-HL
2017-05-08,4579-25037-EJ
2006-10-27,31193-52618-EO
2019-06-14,43563-7615-GM
2017-02-04,7034-65848-LE
2018-08-02,32029-1899-EF
1995-09-14,29739-81761-BG
2019-03-06,90104-33372-GE
2012-12-07,78582-91529-II
2015-12-12,96281-155-BI
2012-09-30,92093-45834-EM
2019-06-05,7127-68627-EM
2019-12-06,39066-15343-ML
2007-05-31,62545-89788-LN
2018-12-11,57858-45281-MH
2009-06-26,76683-64796-JF
2018-07-04,99990-40592-EA
1995-02-14,97181-65587-JM
2010-12-02,18193-60571-JN
2017-01-21,91684-64098-BL
2018-05-12,17109-54091-NG
2017-06-25,21583-70849-EA
2012-04-22,96759-83781-FJ
2016-12-09,81386-35203-BO
2014-11-10,51449-90713-LE
2006-09-05,29567-4516-IG
2017-09-24,7304-17452-IL
2010-06-24,89188-44087-II
2007-11-18,47397-27726-AG
2014-02-09,24303-43708-FO
2000-02-14,96348-98709-AM
2009-07-14,452-5198-FJ
2019-08-01,76292-81021-BJ
2019-02-16,84262-55404-BM
2019-04-23,49296-1191-IL
2012-09-21,48973-88903-FI
2018-03-17,49391-1475-NL
2012-02-18,11180-90578-MG
2002-12-28,15847-18757-DO
2013-06-16,6093-61220-BH
2014-03-30,11951-70127-JJ
2003-11-04,21649-81308-HG
2013-09-03,39524-95709-HL
2014-08-14,89023-55901-BO
2014-05-13,91324-22804-BB
2018-11-12,81037-38681-MO
2019-08-20,46905-98817-BO
2003-10-28,21359-84197-KE
2013-12-04,61052-91710-BI
2016-12-19,30494-55826-OL
1978-06-22,87490-38499-DM
2012-01-10,93414-47584-GO
2011-01-27,2589-2234-JM
2014-08-19,82671-96898-KB
1982-11-25,49316-94034-JO
2019-07-28,48523-77424-HA
2000-08-21,68838-40188-FO
2011-12-30,37498-15778-IE
2017-11-29,77013-71764-AK
1995-01-03,51159-36535-GB
2005-01-02,69192-94796-EO
2006-06-09,52442-24058-IB
2017-04-11,50431-65854-BK
2018-10-31,24522-38006-EF
2013-08-26,88749-28274-JE
2019-07-14,87926-37946-BO
2018-03-07,67748-72334-JE
2018-05-20,89175-79648-BK
2011-12-04,93265-48542-DB
1995-03-21,32343-24472-BF
2019-10-08,37054-82253-BD
2019-06-27,50220-22811-JG
2014-08-31,61393-46138-BK
2014-02-11,11568-26626-AM
2018-01-15,35167-84173-AK
2018-06-09,43141-97007-ME
2018-08-11,9323-93342-HA
2014-08-01,18760-72968-NA
2004-02-17,30894-6575-BM
2019-03-20,9442-29556-BH
2018-06-19,50676-45949-LN
1986-03-14,46721-8592-FD
2014-03-02,17181-49641-NO
2001-09-08,84980-45616-LA
2015-01-12,3146-39804-AB
2012-11-15,69738-34470-OH
2001-06-20,21467-790-GF
2009-06-20,15198-27509-BG
2017-10-25,83261-88233-MJ
2019-07-07,74055-22055-LM
2006-08-21,7964-26074-JH
2019-02-24,55233-68881-AB
1985-05-03,93034-36292-OJ
2019-08-13,40247-44958-MO
2009-01-18,74240-65459-DB
1984-01-14,44733-36302-FD
2009-02-15,49283-39642-MN
2003-07-01,50258-8964-NE
2018-10-25,2550-97469-HO
2019-07-15,13420-89350-BB
2018-10-21,47484-79869-GB
2007-02-28,66860-99942-II
2016-03-19,47081-57829-JF
2018-03-05,44201-88404-AB
1981-11-04,73049-90312-GL
2017-01-11,29930-60691-LG
1993-09-03,70696-77849-EA
1999-01-22,73559-8075-DG
2004-02-18,91317-76129-DB
2004-08-18,20439-73647-BF
2011-12-22,42737-6905-BF
2012-02-08,21181-31663-OF
2017-11-01,92788-38980-LG
2008-04-28,88442-30525-FI
2018-05-29,51326-94949-GH
2018-08-04,77563-73838-NO
2018-08-30,95937-542-BA
2012-01-29,87061-1086-GG
2018-06-22,10180-67902-MG
2018-11-13,27867-1029-MB
2019-02-08,68801-20970-OD
2019-03-20,88253-92770-OE
2019-03-08,39969-42302-FM
1992-03-15,36345-31852-ML
2019-04-29,55859-85291-ML
1974-12-01,84634-60123-LE
2018-12-24,48241-956-MM
2019-01-07,43744-41313-FL
2019-07-25,9939-88510-EG
2019-05-04,19251-82691-OJ
2019-02-18,95827-43679-GH
2004-07-25,61196-8094-FI
2014-05-20,63068-22275-NH
2014-10-29,99581-39619-AN
1991-08-30,87983-40711-EE
2018-11-04,31801-16267-GE
2018-05-16,89305-95152-EL
2001-03-31,63884-93362-ND
2000-02-01,76077-60931-FK
2017-02-23,59412-28723-GO
2014-06-03,88637-68031-BG
2015-07-13,59494-35096-JM
2016-10-09,91540-37185-GA
2019-08-26,28990-43914-IH
2017-12-17,79742-72156-NI
2014-12-05,81430-14453-MB
2017-01-26,42877-10371-HK
2018-12-10,59174-4493-NG
2019-05-27,80470-16083-HI
2013-12-18,63868-73154-GA
2001-12-03,78103-77241-IE
2019-01-24,50412-8815-OD
2007-01-30,11671-99228-IG
2018-08-01,12533-41841-BJ
2013-05-11,39680-71264-LB
2019-08-20,72793-81386-JB
2018-05-24,6395-7078-HJ
2013-10-16,83272-71875-OG
2016-02-14,64188-10516-NB
2006-10-19,53237-14143-JM
2019-06-13,12285-22708-GN
2017-11-09,12870-96428-HB
2017-10-22,74544-79951-BB
2017-09-28,92100-10-IB
2017-11-11,5984-25772-JM
2015-12-15,23749-10571-HN
1993-06-07,37433-19650-HJ
1999-08-03,8907-16271-DA
2017-01-23,14499-59821-EA
2009-07-08,70815-74151-NB
2004-04-06,22980-18934-BI
2018-05-12,90410-43078-JB
2006-06-23,85453-43666-DG
2017-07-30,76148-78254-FL
2013-08-12,98086-53676-BB
2016-11-29,22029-7019-MB
1993-08-26,10933-95290-GA
2001-11-28,34668-68920-DN
2018-10-28,33629-28539-HB
2017-05-06,83932-26556-HA
2006-02-17,62624-49380-MH
2018-02-10,66563-7183-BB
2007-09-29,72826-95806-KI
2019-08-27,78111-61747-MJ
2010-01-21,30838-34600-MB
2012-04-06,82814-13190-LB
2018-06-02,22434-40647-NK
2009-10-17,49296-46441-MM
2011-07-06,286-79064-IL
1999-09-05,14793-4747-IK
2012-04-12,1585-13205-IL
2005-12-18,7412-47868-HB
2019-01-29,60166-13161-OB
2013-09-07,16631-88814-BN
2008-10-01,67018-45266-IM
2016-10-06,1048-48739-NE
2015-07-06,69193-76572-GM
2015-12-04,37913-50583-IN
2019-02-03,75138-44198-OJ
2011-06-19,44249-60918-ML
2017-12-07,25392-1551-LH
2017-03-28,64702-72425-IK
2017-12-13,22323-32452-LG
2019-07-15,87757-29849-EF
2019-11-03,26840-75354-OF
2016-04-21,17318-75908-KF
2012-10-02,6513-82383-BB
2019-01-26,34275-79416-OF
2016-03-11,10306-52730-BK
2019-03-31,35207-73456-MB
2008-10-11,85229-51190-NH
2005-08-16,70285-4151-FA
1977-09-12,88456-75613-EE
2017-10-29,61512-48472-BB
2001-08-03,5820-14014-LN
2012-03-06,44719-79842-GN
1996-03-28,16266-59044-OJ
2011-08-24,34232-94005-DM
2017-03-02,19586-8247-LB
2013-02-17,7446-36501-EM
2018-10-15,95737-24110-AH
1974-12-11,16033-6910-GF
2018-04-10,50847-12082-HI
2004-11-16,43455-86891-DB
1988-08-23,3293-78264-BK
2019-08-15,34236-41843-AA
2014-11-11,40317-5051-JF
2007-11-26,75412-95652-BJ
2017-06-01,30867-9655-EA
2010-01-09,60579-51036-EB
2019-10-07,20103-57774-HO
2005-07-28,33357-48157-GF
2018-09-15,36759-79867-LN
2016-11-17,40398-15922-BG
2018-06-11,62700-6936-MH
2003-08-03,32655-23400-DB
2004-11-20,96365-6858-EN
2018-10-06,47826-97696-JA
2010-01-23,12361-6818-MM
2013-10-22,40047-30155-FI
2009-04-30,28262-28089-KI
2014-07-01,9691-61419-KB
2017-08-15,68924-76152-IF
2007-11-09,70051-206-EB
2001-07-25,79411-27124-OI
2015-03-15,6926-37532-KO
1999-03-03,20726-94748-LB
2014-03-08,3507-84678-LJ
1986-09-10,79397-45589-BF
2019-02-07,94532-77586-MB
2005-11-16,9080-58532-EF
2015-12-06,12556-3750-NB
2001-03-06,45820-69891-NL
2017-12-11,50335-76346-OB
2017-11-23,87679-33283-JA
2001-04-07,63261-5915-EN
2010-03-11,25082-14833-JJ
2018-06-09,21311-15959-MD
2016-02-27,62930-10399-OJ
2009-05-27,36906-94032-BA
2009-06-02,15797-69966-KO
2011-10-31,69007-26487-LJ
2019-01-18,75816-35622-BH
2019-02-26,37950-73578-BJ
2002-06-29,27278-44997-IG
2004-09-25,47982-20181-OO
2019-07-31,32294-35938-DL
2009-03-27,43245-17142-LN
2013-09-29,61809-87672-MG
2002-10-19,46929-90234-KG
2009-09-22,91276-53260-HH
2014-02-05,97254-29407-JA
2018-08-10,91317-79132-BH
1991-07-31,46390-59216-GK
2013-08-26,87603-74570-BG
2016-07-19,65415-56879-MB
2019-09-05,10859-64434-KD
2016-02-18,81438-34495-FN
2003-11-09,51715-35044-BO
2019-01-02,7967-30371-JB
2019-10-07,56585-45169-KF
2005-12-03,44739-47686-ME
2002-03-12,4254-92929-MM
2000-10-26,61963-55548-KK
2012-10-28,35961-77710-FD
2018-07-11,2500-15976-BA
2003-07-10,25032-23448-DI
2017-07-05,21610-73353-GM
2014-05-10,79400-91348-KM
2002-04-24,28670-84500-MG
2006-11-30,33482-57307-IJ
2015-02-25,54630-26554-ID
2015-02-09,31932-46719-JH
2015-06-13,27853-92431-NH
1979-12-22,45368-13733-GB
2007-12-19,77454-31371-BG
1985-12-08,2053-71577-AA
1985-03-13,47277-17216-OM
2019-07-28,68466-46475-JD
2008-03-23,75510-9638-AL
2009-11-23,37065-13608-BK
2018-06-18,36058-53082-KN
2018-02-08,4411-430-KB
1991-07-26,44477-1822-JB
2018-09-08,19870-40425-GJ
1999-09-23,4595-5250-BK
2010-01-08,88478-16270-NB
2002-12-27,32030-16046-OL
2002-05-27,10179-74899-JI
2019-08-16,43682-5946-EO
2016-06-10,99068-76177-BH
1991-12-24,84700-62485-GN
2016-04-12,94894-71783-JJ
2015-02-20,13869-95354-KB
1992-05-06,7743-14831-LA
2019-08-20,19051-94655-AI
2018-08-07,93141-52716-BL
2009-04-14,3293-93548-HB
2003-05-02,16915-47545-BK
2008-08-22,7798-37095-FL
2002-07-13,31478-18910-BI
2019-02-19,99026-45397-KE
2007-12-25,96497-28572-LI
1992-10-11,98558-38430-GG
2003-03-27,30468-4045-NE
2003-02-26,49214-8422-DI
1996-10-08,82710-7915-EE
2019-05-16,71827-63711-JB
2019-08-14,65215-30307-LO
2017-12-13,24144-33520-MM
2011-05-15,15030-65591-LJ
2019-05-25,50741-47697-AA
2011-11-16,21279-88961-DB
2015-08-14,34968-85727-EH
2012-03-19,12123-76819-BO
2015-01-28,39345-15571-KA
1991-05-06,11892-20945-EK
2013-01-22,22726-57066-LH
2013-02-10,73686-14331-GK
2014-10-25,93124-66779-MM
2017-02-11,20480-86966-JB
2009-08-24,87484-79910-AH
